409, 81
64, 50
336, 43
36, 36
142, 115
127, 78
191, 32
69, 25
218, 39
111, 41
173, 31
310, 31
46, 22
134, 22
84, 32
56, 25
376, 102
69, 52
313, 53
5, 3
140, 129
291, 139
76, 23
237, 22
221, 31
379, 49
146, 25
344, 23
25, 20
162, 25
242, 52
123, 29
171, 18
142, 21
177, 13
113, 18
225, 32
186, 44
293, 52
251, 18
513, 228
35, 171
489, 49
38, 38
79, 77
73, 41
52, 84
22, 22
168, 10
114, 13
163, 8
159, 8
66, 9
171, 9
187, 11
193, 8
218, 8
164, 9
134, 17
150, 7
157, 6
213, 6
128, 7
192, 14
